,machineID,dt_truncated,comp1sum,comp2sum,comp3sum,comp4sum
29793,48,2015-02-20 13:00:00,114.0,99.0,264.0,54.0
29794,48,2015-02-24 13:00:00,118.0,103.0,268.0,58.0
29795,48,2015-08-08 14:00:00,283.0,268.0,433.0,223.0
29796,48,2015-10-27 13:00:00,363.0,348.0,513.0,303.0
29797,48,2015-12-09 01:00:00,406.0,391.0,556.0,346.0
29798,49,2015-03-13 01:00:00,195.0,105.0,225.0,135.0
29799,50,2015-01-13 01:00:00,76.0,196.0,136.0,121.0
29800,50,2015-01-29 01:00:00,92.0,212.0,152.0,137.0
29801,50,2015-04-09 14:00:00,162.0,282.0,222.0,207.0
29802,51,2015-03-08 13:00:00,175.0,265.0,100.0,145.0
29803,51,2015-03-17 01:00:00,184.0,274.0,109.0,154.0
29804,51,2015-10-16 14:00:00,397.0,487.0,322.0,367.0
29805,52,2015-09-06 02:00:00,282.0,462.0,312.0,297.0
29806,53,2015-05-05 02:00:00,158.0,188.0,203.0,143.0
29807,53,2015-06-23 02:00:00,207.0,237.0,252.0,192.0
29808,54,2015-08-03 14:00:00,218.0,398.0,428.0,308.0
29809,55,2015-04-21 14:00:00,309.0,114.0,189.0,309.0
29810,55,2015-04-30 14:00:00,318.0,123.0,198.0,318.0
29811,55,2015-07-28 14:00:00,407.0,212.0,287.0,407.0
29812,56,2015-06-18 02:00:00,247.0,322.0,187.0,382.0
29813,56,2015-08-09 02:00:00,299.0,374.0,239.0,434.0
29814,56,2015-12-16 01:00:00,428.0,503.0,368.0,563.0
29815,57,2015-01-06 01:00:00,39.0,204.0,144.0,144.0
29816,57,2015-06-16 14:00:00,200.0,365.0,305.0,305.0
29817,57,2015-09-06 14:00:00,282.0,447.0,387.0,387.0
29818,57,2015-10-04 02:00:00,310.0,475.0,415.0,415.0
29819,57,2015-12-10 01:00:00,377.0,542.0,482.0,482.0
29820,57,2015-12-24 13:00:00,391.0,556.0,496.0,496.0
29821,58,2015-08-01 14:00:00,276.0,336.0,351.0,396.0
29822,58,2015-10-02 02:00:00,338.0,398.0,413.0,458.0
29823,58,2015-11-04 01:00:00,371.0,431.0,446.0,491.0
29824,59,2015-01-28 13:00:00,31.0,196.0,166.0,91.0
29825,59,2015-03-31 02:00:00,93.0,258.0,228.0,153.0
29826,59,2015-11-12 13:00:00,319.0,484.0,454.0,379.0
29827,60,2015-02-28 13:00:00,272.0,227.0,167.0,152.0
29828,60,2015-04-01 02:00:00,304.0,259.0,199.0,184.0
29829,60,2015-11-01 01:00:00,518.0,473.0,413.0,398.0
29830,61,2015-01-17 13:00:00,200.0,170.0,80.0,215.0
29831,61,2015-11-28 01:00:00,515.0,485.0,395.0,530.0
29832,62,2015-04-19 14:00:00,232.0,187.0,157.0,247.0
29833,62,2015-10-25 02:00:00,421.0,376.0,346.0,436.0
29834,62,2015-11-19 01:00:00,446.0,401.0,371.0,461.0
29835,63,2015-03-21 01:00:00,248.0,158.0,158.0,248.0
29836,63,2015-03-30 02:00:00,257.0,167.0,167.0,257.0
29837,63,2015-09-11 14:00:00,422.0,332.0,332.0,422.0
29838,63,2015-11-13 01:00:00,485.0,395.0,395.0,485.0
29839,64,2015-01-02 13:00:00,125.0,50.0,35.0,170.0
29840,64,2015-11-17 01:00:00,444.0,369.0,354.0,489.0
29841,65,2015-02-28 01:00:00,167.0,272.0,227.0,152.0
29842,65,2015-03-10 01:00:00,177.0,282.0,237.0,162.0
29843,65,2015-11-03 13:00:00,415.0,520.0,475.0,400.0
29844,65,2015-11-10 13:00:00,422.0,527.0,482.0,407.0
29845,66,2015-03-09 01:00:00,131.0,86.0,236.0,86.0
29846,66,2015-05-25 02:00:00,208.0,163.0,313.0,163.0
29847,66,2015-06-27 14:00:00,241.0,196.0,346.0,196.0
29848,66,2015-07-23 02:00:00,267.0,222.0,372.0,222.0
29849,66,2015-09-30 14:00:00,336.0,291.0,441.0,291.0
29850,66,2015-10-14 14:00:00,350.0,305.0,455.0,305.0
29851,67,2015-04-03 02:00:00,276.0,201.0,171.0,141.0
29852,67,2015-10-17 02:00:00,473.0,398.0,368.0,338.0
29853,68,2015-03-25 01:00:00,192.0,102.0,117.0,162.0
29854,69,2015-01-13 01:00:00,46.0,181.0,181.0,91.0
29855,69,2015-04-13 02:00:00,136.0,271.0,271.0,181.0
29856,69,2015-06-21 02:00:00,205.0,340.0,340.0,250.0
29857,70,2015-02-14 13:00:00,93.0,198.0,78.0,228.0
29858,70,2015-02-15 01:00:00,94.0,199.0,79.0,229.0
29859,70,2015-02-25 01:00:00,104.0,209.0,89.0,239.0
29860,70,2015-03-20 01:00:00,127.0,232.0,112.0,262.0
29861,70,2015-07-01 02:00:00,230.0,335.0,215.0,365.0
29862,70,2015-12-14 13:00:00,396.0,501.0,381.0,531.0
29863,71,2015-02-04 13:00:00,53.0,158.0,53.0,188.0
29864,71,2015-03-07 01:00:00,84.0,189.0,84.0,219.0
29865,71,2015-06-15 14:00:00,184.0,289.0,184.0,319.0
29866,72,2015-01-23 13:00:00,176.0,86.0,56.0,146.0
29867,72,2015-06-06 14:00:00,310.0,220.0,190.0,280.0
29868,72,2015-11-21 01:00:00,478.0,388.0,358.0,448.0
29869,72,2015-12-14 13:00:00,501.0,411.0,381.0,471.0
29870,73,2015-01-09 13:00:00,177.0,42.0,102.0,192.0
29871,73,2015-04-27 14:00:00,285.0,150.0,210.0,300.0
29872,73,2015-04-28 02:00:00,286.0,151.0,211.0,301.0
29873,73,2015-10-05 14:00:00,446.0,311.0,371.0,461.0
29874,73,2015-11-12 01:00:00,484.0,349.0,409.0,499.0
29875,74,2015-03-14 13:00:00,196.0,196.0,166.0,286.0
29876,74,2015-06-29 14:00:00,303.0,303.0,273.0,393.0
29877,74,2015-07-19 02:00:00,323.0,323.0,293.0,413.0
29878,74,2015-08-26 02:00:00,361.0,361.0,331.0,451.0
29879,74,2015-09-22 14:00:00,388.0,388.0,358.0,478.0
29880,74,2015-11-27 01:00:00,454.0,454.0,424.0,544.0
29881,75,2015-04-17 14:00:00,200.0,155.0,320.0,215.0
29882,75,2015-04-29 02:00:00,212.0,167.0,332.0,227.0
29883,75,2015-06-08 14:00:00,252.0,207.0,372.0,267.0
29884,75,2015-12-04 13:00:00,431.0,386.0,551.0,446.0
29885,75,2015-12-29 01:00:00,456.0,411.0,576.0,471.0
29886,76,2015-02-04 13:00:00,53.0,218.0,68.0,53.0
29887,76,2015-03-04 13:00:00,81.0,246.0,96.0,81.0
29888,76,2015-03-16 13:00:00,93.0,258.0,108.0,93.0
29889,76,2015-06-24 02:00:00,193.0,358.0,208.0,193.0
29890,76,2015-09-10 14:00:00,271.0,436.0,286.0,271.0
29891,76,2015-10-13 02:00:00,304.0,469.0,319.0,304.0
29892,76,2015-10-21 02:00:00,312.0,477.0,327.0,312.0
29893,77,2015-03-07 01:00:00,114.0,159.0,219.0,159.0
29894,77,2015-04-23 14:00:00,161.0,206.0,266.0,206.0
29895,77,2015-06-29 14:00:00,228.0,273.0,333.0,273.0
29896,77,2015-08-04 14:00:00,264.0,309.0,369.0,309.0
29897,77,2015-09-20 02:00:00,311.0,356.0,416.0,356.0
29898,78,2015-01-04 01:00:00,202.0,187.0,37.0,142.0
29899,78,2015-05-17 14:00:00,335.0,320.0,170.0,275.0
29900,78,2015-06-11 14:00:00,360.0,345.0,195.0,300.0
29901,78,2015-06-18 14:00:00,367.0,352.0,202.0,307.0
29902,78,2015-08-20 14:00:00,430.0,415.0,265.0,370.0
29903,78,2015-10-07 02:00:00,478.0,463.0,313.0,418.0
29904,79,2015-03-20 01:00:00,82.0,292.0,187.0,247.0
29905,79,2015-07-11 02:00:00,195.0,405.0,300.0,360.0
29906,79,2015-11-08 13:00:00,315.0,525.0,420.0,480.0
29907,80,2015-01-02 01:00:00,35.0,65.0,35.0,95.0
29908,80,2015-03-01 01:00:00,93.0,123.0,93.0,153.0
29909,80,2015-07-15 14:00:00,229.0,259.0,229.0,289.0
29910,80,2015-09-28 14:00:00,304.0,334.0,304.0,364.0
29911,80,2015-10-05 14:00:00,311.0,341.0,311.0,371.0
29912,80,2015-11-15 13:00:00,352.0,382.0,352.0,412.0
29913,80,2015-12-05 01:00:00,372.0,402.0,372.0,432.0
29914,80,2015-12-06 01:00:00,373.0,403.0,373.0,433.0
29915,80,2015-12-29 01:00:00,396.0,426.0,396.0,456.0
29916,81,2015-02-19 13:00:00,218.0,263.0,233.0,218.0
29917,81,2015-05-26 02:00:00,314.0,359.0,329.0,314.0
29918,81,2015-08-13 02:00:00,393.0,438.0,408.0,393.0
29919,81,2015-09-29 02:00:00,440.0,485.0,455.0,440.0
29920,81,2015-12-30 13:00:00,532.0,577.0,547.0,532.0
29921,82,2015-01-01 13:00:00,169.0,79.0,199.0,94.0
29922,83,2015-04-02 02:00:00,95.0,200.0,155.0,170.0
29923,83,2015-04-26 14:00:00,119.0,224.0,179.0,194.0
29924,83,2015-05-08 02:00:00,131.0,236.0,191.0,206.0
29925,83,2015-10-23 02:00:00,299.0,404.0,359.0,374.0
29926,84,2015-04-26 14:00:00,164.0,314.0,164.0,329.0
29927,84,2015-09-09 14:00:00,300.0,450.0,300.0,465.0
29928,84,2015-09-20 02:00:00,311.0,461.0,311.0,476.0
29929,84,2015-10-12 02:00:00,333.0,483.0,333.0,498.0
29930,85,2015-02-10 13:00:00,209.0,104.0,239.0,179.0
29931,85,2015-03-29 14:00:00,256.0,151.0,286.0,226.0
29932,85,2015-06-10 02:00:00,329.0,224.0,359.0,299.0
29933,86,2015-06-12 02:00:00,166.0,376.0,361.0,346.0
29934,86,2015-08-08 02:00:00,223.0,433.0,418.0,403.0
29935,86,2015-09-16 14:00:00,262.0,472.0,457.0,442.0
29936,86,2015-10-26 01:00:00,302.0,512.0,497.0,482.0
29937,86,2015-12-15 01:00:00,352.0,562.0,547.0,532.0
29938,86,2015-12-20 13:00:00,357.0,567.0,552.0,537.0
29939,87,2015-06-03 14:00:00,172.0,247.0,247.0,232.0
29940,87,2015-11-24 13:00:00,346.0,421.0,421.0,406.0
29941,87,2015-12-03 01:00:00,355.0,430.0,430.0,415.0
29942,88,2015-01-29 13:00:00,152.0,212.0,137.0,182.0
29943,88,2015-09-09 14:00:00,375.0,435.0,360.0,405.0
29944,88,2015-09-13 02:00:00,379.0,439.0,364.0,409.0
29945,89,2015-02-19 01:00:00,53.0,203.0,83.0,53.0
29946,89,2015-10-11 14:00:00,287.0,437.0,317.0,287.0
29947,91,2015-01-24 01:00:00,42.0,72.0,207.0,117.0
29948,91,2015-02-23 13:00:00,72.0,102.0,237.0,147.0
29949,91,2015-06-20 14:00:00,189.0,219.0,354.0,264.0
29950,91,2015-10-21 02:00:00,312.0,342.0,477.0,387.0
29951,92,2015-03-26 01:00:00,283.0,118.0,193.0,148.0
29952,92,2015-08-03 14:00:00,413.0,248.0,323.0,278.0
29953,92,2015-11-29 01:00:00,531.0,366.0,441.0,396.0
29954,92,2015-12-29 13:00:00,561.0,396.0,471.0,426.0
29955,93,2015-09-20 14:00:00,431.0,386.0,476.0,386.0
29956,94,2015-05-10 14:00:00,298.0,148.0,253.0,253.0
29957,94,2015-09-05 02:00:00,416.0,266.0,371.0,371.0
29958,95,2015-04-19 02:00:00,307.0,232.0,292.0,322.0
29959,95,2015-04-29 02:00:00,317.0,242.0,302.0,332.0
29960,95,2015-05-18 14:00:00,336.0,261.0,321.0,351.0
29961,95,2015-05-23 14:00:00,341.0,266.0,326.0,356.0
29962,96,2015-08-16 02:00:00,441.0,366.0,366.0,366.0
29963,97,2015-03-18 13:00:00,260.0,260.0,185.0,260.0
29964,97,2015-05-02 02:00:00,305.0,305.0,230.0,305.0
29965,97,2015-10-20 14:00:00,476.0,476.0,401.0,476.0
29966,98,2015-02-03 01:00:00,157.0,97.0,157.0,127.0
29967,98,2015-03-04 13:00:00,186.0,126.0,186.0,156.0
29968,98,2015-12-30 01:00:00,487.0,427.0,487.0,457.0
29969,99,2015-01-15 13:00:00,63.0,18.0,18.0,183.0
29970,99,2015-07-11 02:00:00,240.0,195.0,195.0,360.0
29971,99,2015-07-16 14:00:00,245.0,200.0,200.0,365.0
29972,100,2015-02-10 01:00:00,149.0,59.0,74.0,164.0
29973,100,2015-05-11 02:00:00,239.0,149.0,164.0,254.0
29974,100,2015-07-31 14:00:00,320.0,230.0,245.0,335.0
29975,100,2015-12-16 01:00:00,458.0,368.0,383.0,473.0
29976,1,2015-03-07 01:00:00,84.0,279.0,219.0,234.0
29977,1,2015-06-15 02:00:00,184.0,379.0,319.0,334.0
29978,1,2015-12-04 13:00:00,356.0,551.0,491.0,506.0
29979,1,2015-12-07 13:00:00,359.0,554.0,494.0,509.0
29980,2,2015-01-13 01:00:00,211.0,151.0,181.0,46.0
29981,2,2015-01-15 13:00:00,213.0,153.0,183.0,48.0
29982,2,2015-04-03 02:00:00,291.0,231.0,261.0,126.0
29983,2,2015-06-30 02:00:00,379.0,319.0,349.0,214.0
29984,3,2015-06-06 02:00:00,295.0,190.0,355.0,340.0
29985,3,2015-10-21 14:00:00,432.0,327.0,492.0,477.0
29986,3,2015-11-17 01:00:00,459.0,354.0,519.0,504.0
29987,4,2015-01-14 01:00:00,167.0,212.0,62.0,32.0
29988,4,2015-03-06 13:00:00,218.0,263.0,113.0,83.0
29989,4,2015-05-12 14:00:00,285.0,330.0,180.0,150.0
29990,4,2015-05-19 02:00:00,292.0,337.0,187.0,157.0
29991,4,2015-10-31 13:00:00,457.0,502.0,352.0,322.0
29992,4,2015-11-11 13:00:00,468.0,513.0,363.0,333.0
29993,5,2015-06-14 14:00:00,243.0,288.0,303.0,258.0
29994,5,2015-12-07 01:00:00,419.0,464.0,479.0,434.0
29995,6,2015-08-11 14:00:00,226.0,436.0,331.0,331.0
29996,6,2015-10-15 02:00:00,291.0,501.0,396.0,396.0
29997,6,2015-12-14 01:00:00,351.0,561.0,456.0,456.0
29998,7,2015-05-03 14:00:00,306.0,261.0,306.0,156.0
29999,7,2015-06-18 14:00:00,352.0,307.0,352.0,202.0
30000,7,2015-08-22 14:00:00,417.0,372.0,417.0,267.0
30001,8,2015-04-13 14:00:00,136.0,181.0,226.0,121.0
30002,8,2015-07-01 02:00:00,215.0,260.0,305.0,200.0
30003,8,2015-08-04 02:00:00,249.0,294.0,339.0,234.0
30004,8,2015-09-14 02:00:00,290.0,335.0,380.0,275.0
30005,8,2015-09-27 02:00:00,303.0,348.0,393.0,288.0
30006,8,2015-10-21 14:00:00,327.0,372.0,417.0,312.0
30007,9,2015-01-20 13:00:00,233.0,233.0,23.0,53.0
30008,9,2015-04-12 02:00:00,315.0,315.0,105.0,135.0
30009,9,2015-07-26 02:00:00,420.0,420.0,210.0,240.0
30010,9,2015-09-21 02:00:00,477.0,477.0,267.0,297.0
30011,9,2015-10-08 02:00:00,494.0,494.0,284.0,314.0
30012,10,2015-09-03 02:00:00,324.0,369.0,444.0,339.0
30013,11,2015-04-28 02:00:00,286.0,331.0,286.0,166.0
30014,11,2015-11-22 13:00:00,494.0,539.0,494.0,374.0
30015,11,2015-12-16 13:00:00,518.0,563.0,518.0,398.0
30016,12,2015-01-23 01:00:00,71.0,161.0,176.0,146.0
30017,12,2015-06-06 14:00:00,205.0,295.0,310.0,280.0
30018,12,2015-08-29 02:00:00,289.0,379.0,394.0,364.0
30019,13,2015-03-26 01:00:00,283.0,88.0,118.0,208.0
30020,13,2015-05-21 14:00:00,339.0,144.0,174.0,264.0
30021,14,2015-03-23 01:00:00,235.0,160.0,130.0,250.0
30022,14,2015-03-26 13:00:00,238.0,163.0,133.0,253.0
30023,14,2015-04-17 02:00:00,260.0,185.0,155.0,275.0
30024,15,2015-06-26 14:00:00,375.0,315.0,195.0,300.0
30025,17,2015-05-07 14:00:00,160.0,250.0,265.0,220.0
30026,17,2015-08-05 02:00:00,250.0,340.0,355.0,310.0
30027,17,2015-10-16 02:00:00,322.0,412.0,427.0,382.0
30028,18,2015-01-28 01:00:00,61.0,166.0,241.0,226.0
30029,18,2015-07-09 02:00:00,223.0,328.0,403.0,388.0
30030,18,2015-07-09 14:00:00,223.0,328.0,403.0,388.0
30031,18,2015-09-12 02:00:00,288.0,393.0,468.0,453.0
30032,18,2015-11-23 13:00:00,360.0,465.0,540.0,525.0
30033,18,2015-11-27 01:00:00,364.0,469.0,544.0,529.0
30034,19,2015-06-10 02:00:00,344.0,299.0,179.0,374.0
30035,19,2015-12-21 13:00:00,538.0,493.0,373.0,568.0
30036,20,2015-04-09 14:00:00,312.0,312.0,162.0,282.0
30037,20,2015-04-23 14:00:00,326.0,326.0,176.0,296.0
30038,20,2015-07-04 14:00:00,398.0,398.0,248.0,368.0
30039,20,2015-10-29 13:00:00,515.0,515.0,365.0,485.0
30040,20,2015-11-28 13:00:00,545.0,545.0,395.0,515.0
30041,21,2015-01-08 01:00:00,41.0,101.0,221.0,116.0
30042,21,2015-08-29 02:00:00,274.0,334.0,454.0,349.0
30043,21,2015-10-12 14:00:00,318.0,378.0,498.0,393.0
30044,22,2015-02-17 01:00:00,51.0,186.0,246.0,66.0
30045,22,2015-03-13 13:00:00,75.0,210.0,270.0,90.0
30046,22,2015-06-02 14:00:00,156.0,291.0,351.0,171.0
30047,22,2015-10-05 02:00:00,281.0,416.0,476.0,296.0
30048,22,2015-12-01 13:00:00,338.0,473.0,533.0,353.0
30049,23,2015-04-02 02:00:00,125.0,125.0,170.0,170.0
30050,24,2015-01-21 13:00:00,129.0,204.0,99.0,159.0
30051,24,2015-07-06 02:00:00,295.0,370.0,265.0,325.0
30052,24,2015-09-13 14:00:00,364.0,439.0,334.0,394.0
30053,25,2015-03-31 14:00:00,183.0,123.0,288.0,183.0
30054,25,2015-04-19 14:00:00,202.0,142.0,307.0,202.0
30055,25,2015-05-26 02:00:00,239.0,179.0,344.0,239.0
30056,25,2015-09-24 14:00:00,360.0,300.0,465.0,360.0
30057,25,2015-12-15 01:00:00,442.0,382.0,547.0,442.0
30058,26,2015-05-16 02:00:00,214.0,349.0,334.0,169.0
30059,26,2015-08-27 02:00:00,317.0,452.0,437.0,272.0
30060,27,2015-03-04 01:00:00,201.0,81.0,126.0,156.0
30061,27,2015-03-28 01:00:00,225.0,105.0,150.0,180.0
30062,27,2015-05-18 14:00:00,276.0,156.0,201.0,231.0
30063,27,2015-07-24 02:00:00,343.0,223.0,268.0,298.0
30064,27,2015-08-09 14:00:00,359.0,239.0,284.0,314.0
30065,27,2015-11-08 01:00:00,450.0,330.0,375.0,405.0
30066,27,2015-12-21 01:00:00,493.0,373.0,418.0,448.0
30067,28,2015-01-02 13:00:00,200.0,95.0,185.0,110.0
30068,28,2015-01-17 13:00:00,215.0,110.0,200.0,125.0
30069,28,2015-10-01 02:00:00,472.0,367.0,457.0,382.0
30070,28,2015-10-16 14:00:00,487.0,382.0,472.0,397.0
30071,29,2015-08-11 02:00:00,286.0,226.0,391.0,361.0
30072,30,2015-02-09 13:00:00,223.0,73.0,193.0,223.0
30073,30,2015-04-11 14:00:00,284.0,134.0,254.0,284.0
30074,31,2015-01-31 01:00:00,199.0,169.0,124.0,169.0
30075,31,2015-03-21 13:00:00,248.0,218.0,173.0,218.0
30076,31,2015-07-24 14:00:00,373.0,343.0,298.0,343.0
30077,31,2015-10-29 01:00:00,470.0,440.0,395.0,440.0
30078,31,2015-11-06 13:00:00,478.0,448.0,403.0,448.0
30079,32,2015-01-11 13:00:00,119.0,29.0,164.0,89.0
30080,32,2015-03-02 13:00:00,169.0,79.0,214.0,139.0
30081,33,2015-09-03 02:00:00,354.0,369.0,279.0,324.0
30082,34,2015-03-28 01:00:00,240.0,195.0,180.0,285.0
30083,34,2015-04-28 02:00:00,271.0,226.0,211.0,316.0
30084,34,2015-07-02 14:00:00,336.0,291.0,276.0,381.0
30085,34,2015-08-12 14:00:00,377.0,332.0,317.0,422.0
30086,35,2015-01-04 13:00:00,22.0,157.0,82.0,202.0
30087,35,2015-01-22 13:00:00,40.0,175.0,100.0,220.0
30088,35,2015-10-27 01:00:00,318.0,453.0,378.0,498.0
30089,35,2015-12-30 01:00:00,382.0,517.0,442.0,562.0
30090,36,2015-03-27 13:00:00,254.0,179.0,164.0,254.0
30091,36,2015-11-20 01:00:00,492.0,417.0,402.0,492.0
30092,37,2015-06-24 02:00:00,268.0,388.0,298.0,313.0
30093,37,2015-07-30 14:00:00,304.0,424.0,334.0,349.0
30094,37,2015-09-09 02:00:00,345.0,465.0,375.0,390.0
30095,37,2015-10-16 14:00:00,382.0,502.0,412.0,427.0
30096,38,2015-03-23 01:00:00,160.0,250.0,115.0,145.0
30097,38,2015-05-06 02:00:00,204.0,294.0,159.0,189.0
30098,38,2015-05-15 14:00:00,213.0,303.0,168.0,198.0
30099,38,2015-06-06 14:00:00,235.0,325.0,190.0,220.0
30100,38,2015-10-21 02:00:00,372.0,462.0,327.0,357.0
30101,39,2015-01-10 13:00:00,223.0,43.0,73.0,208.0
30102,39,2015-06-06 14:00:00,370.0,190.0,220.0,355.0
30103,39,2015-09-09 02:00:00,465.0,285.0,315.0,450.0
30104,39,2015-09-10 02:00:00,466.0,286.0,316.0,451.0
30105,39,2015-11-10 01:00:00,527.0,347.0,377.0,512.0
30106,40,2015-04-11 02:00:00,179.0,314.0,239.0,134.0
30107,40,2015-10-21 14:00:00,372.0,507.0,432.0,327.0
30108,41,2015-08-06 02:00:00,311.0,431.0,356.0,371.0
30109,41,2015-09-21 02:00:00,357.0,477.0,402.0,417.0
30110,41,2015-10-14 02:00:00,380.0,500.0,425.0,440.0
30111,41,2015-10-25 02:00:00,391.0,511.0,436.0,451.0
30112,42,2015-03-25 01:00:00,192.0,147.0,267.0,252.0
30113,42,2015-04-25 02:00:00,223.0,178.0,298.0,283.0
30114,42,2015-10-13 14:00:00,394.0,349.0,469.0,454.0
30115,43,2015-01-20 01:00:00,188.0,218.0,173.0,83.0
30116,43,2015-06-17 02:00:00,336.0,366.0,321.0,231.0
30117,43,2015-06-17 14:00:00,336.0,366.0,321.0,231.0
30118,43,2015-10-01 02:00:00,442.0,472.0,427.0,337.0
30119,43,2015-11-09 13:00:00,481.0,511.0,466.0,376.0
30120,43,2015-12-12 13:00:00,514.0,544.0,499.0,409.0
30121,43,2015-12-24 13:00:00,526.0,556.0,511.0,421.0
30122,44,2015-02-14 13:00:00,168.0,213.0,243.0,63.0
30123,44,2015-03-04 13:00:00,186.0,231.0,261.0,81.0
30124,44,2015-03-05 13:00:00,187.0,232.0,262.0,82.0
30125,44,2015-06-21 02:00:00,295.0,340.0,370.0,190.0
30126,44,2015-08-23 14:00:00,358.0,403.0,433.0,253.0
30127,45,2015-02-25 01:00:00,59.0,179.0,89.0,74.0
30128,46,2015-01-06 01:00:00,84.0,99.0,204.0,204.0
30129,46,2015-07-03 02:00:00,262.0,277.0,382.0,382.0
30130,46,2015-07-20 14:00:00,279.0,294.0,399.0,399.0
30131,46,2015-07-25 02:00:00,284.0,299.0,404.0,404.0
30132,47,2015-01-11 01:00:00,164.0,59.0,74.0,224.0
30133,47,2015-05-07 02:00:00,280.0,175.0,190.0,340.0
30134,47,2015-05-18 02:00:00,291.0,186.0,201.0,351.0
30135,47,2015-07-30 14:00:00,364.0,259.0,274.0,424.0
30136,47,2015-10-12 02:00:00,438.0,333.0,348.0,498.0
30137,49,2015-01-16 13:00:00,139.0,49.0,169.0,79.0
30138,49,2015-01-24 13:00:00,147.0,57.0,177.0,87.0
30139,49,2015-03-05 13:00:00,187.0,97.0,217.0,127.0
30140,49,2015-09-29 02:00:00,395.0,305.0,425.0,335.0
30141,49,2015-10-26 13:00:00,422.0,332.0,452.0,362.0
30142,49,2015-10-27 13:00:00,423.0,333.0,453.0,363.0
30143,49,2015-11-08 01:00:00,435.0,345.0,465.0,375.0
30144,50,2015-01-14 01:00:00,77.0,197.0,137.0,122.0
30145,50,2015-05-11 14:00:00,194.0,314.0,254.0,239.0
30146,51,2015-01-20 13:00:00,128.0,218.0,53.0,98.0
30147,51,2015-04-19 14:00:00,217.0,307.0,142.0,187.0
30148,51,2015-05-27 14:00:00,255.0,345.0,180.0,225.0
30149,51,2015-08-20 14:00:00,340.0,430.0,265.0,310.0
30150,51,2015-09-18 02:00:00,369.0,459.0,294.0,339.0
30151,51,2015-09-21 14:00:00,372.0,462.0,297.0,342.0
30152,51,2015-11-07 13:00:00,419.0,509.0,344.0,389.0
30153,51,2015-12-07 01:00:00,449.0,539.0,374.0,419.0
30154,52,2015-11-02 01:00:00,339.0,519.0,369.0,354.0
30155,53,2015-03-03 01:00:00,95.0,125.0,140.0,80.0
30156,53,2015-03-22 01:00:00,114.0,144.0,159.0,99.0
30157,53,2015-05-27 02:00:00,180.0,210.0,225.0,165.0
30158,54,2015-02-05 13:00:00,39.0,219.0,249.0,129.0
30159,54,2015-02-12 13:00:00,46.0,226.0,256.0,136.0
30160,54,2015-04-29 02:00:00,122.0,302.0,332.0,212.0
30161,54,2015-05-17 14:00:00,140.0,320.0,350.0,230.0
30162,54,2015-11-29 13:00:00,336.0,516.0,546.0,426.0
30163,55,2015-01-15 13:00:00,213.0,18.0,93.0,213.0
30164,55,2015-09-28 14:00:00,469.0,274.0,349.0,469.0
30165,56,2015-02-14 13:00:00,123.0,198.0,63.0,258.0
30166,57,2015-07-02 02:00:00,216.0,381.0,321.0,321.0
30167,57,2015-11-09 01:00:00,346.0,511.0,451.0,451.0
30168,57,2015-12-19 13:00:00,386.0,551.0,491.0,491.0
30169,58,2015-02-13 01:00:00,107.0,167.0,182.0,227.0
30170,58,2015-02-21 13:00:00,115.0,175.0,190.0,235.0
30171,58,2015-07-02 02:00:00,246.0,306.0,321.0,366.0
30172,58,2015-11-07 13:00:00,374.0,434.0,449.0,494.0
30173,58,2015-12-08 13:00:00,405.0,465.0,480.0,525.0
30174,59,2015-01-22 13:00:00,25.0,190.0,160.0,85.0
30175,59,2015-04-15 14:00:00,108.0,273.0,243.0,168.0
30176,59,2015-04-22 02:00:00,115.0,280.0,250.0,175.0
30177,59,2015-12-04 13:00:00,341.0,506.0,476.0,401.0
30178,60,2015-01-10 01:00:00,223.0,178.0,118.0,103.0
30179,60,2015-04-26 02:00:00,329.0,284.0,224.0,209.0
30180,60,2015-09-10 02:00:00,466.0,421.0,361.0,346.0
30181,60,2015-10-02 14:00:00,488.0,443.0,383.0,368.0
30182,60,2015-10-14 02:00:00,500.0,455.0,395.0,380.0
30183,61,2015-02-21 13:00:00,235.0,205.0,115.0,250.0
30184,61,2015-03-25 01:00:00,267.0,237.0,147.0,282.0
30185,61,2015-04-19 02:00:00,292.0,262.0,172.0,307.0
30186,61,2015-08-12 02:00:00,407.0,377.0,287.0,422.0
30187,61,2015-09-16 02:00:00,442.0,412.0,322.0,457.0
30188,61,2015-12-17 13:00:00,534.0,504.0,414.0,549.0
30189,62,2015-01-02 01:00:00,125.0,80.0,50.0,140.0
30190,63,2015-02-06 13:00:00,205.0,115.0,115.0,205.0
30191,63,2015-06-25 02:00:00,344.0,254.0,254.0,344.0
30192,63,2015-07-01 02:00:00,350.0,260.0,260.0,350.0
30193,63,2015-08-15 02:00:00,395.0,305.0,305.0,395.0
30194,63,2015-08-26 14:00:00,406.0,316.0,316.0,406.0
30195,63,2015-10-29 01:00:00,470.0,380.0,380.0,470.0
30196,64,2015-01-14 01:00:00,137.0,62.0,47.0,182.0
30197,64,2015-05-25 02:00:00,268.0,193.0,178.0,313.0
30198,64,2015-05-31 02:00:00,274.0,199.0,184.0,319.0
30199,64,2015-09-11 02:00:00,377.0,302.0,287.0,422.0
30200,64,2015-12-11 13:00:00,468.0,393.0,378.0,513.0
30201,64,2015-12-18 01:00:00,475.0,400.0,385.0,520.0
30202,64,2015-12-26 13:00:00,483.0,408.0,393.0,528.0
